2024-05-21 10:16:08,138 INFO    StreamThr :2134241 [internal.py:wandb_internal():86] W&B internal server running at pid: 2134241, started at: 2024-05-21 10:16:08.137968
2024-05-21 10:16:08,140 DEBUG   HandlerThread:2134241 [handler.py:handle_request():146] handle_request: status
2024-05-21 10:16:08,142 INFO    WriterThread:2134241 [datastore.py:open_for_write():87] open: /home/dan/mini_temporal/wandb/run-20240521_101608-w101s58l/run-w101s58l.wandb
2024-05-21 10:16:08,142 DEBUG   SenderThread:2134241 [sender.py:send():379] send: header
2024-05-21 10:16:08,144 DEBUG   SenderThread:2134241 [sender.py:send():379] send: run
2024-05-21 10:16:08,333 INFO    SenderThread:2134241 [dir_watcher.py:__init__():211] watching files in: /home/dan/mini_temporal/wandb/run-20240521_101608-w101s58l/files
2024-05-21 10:16:08,334 INFO    SenderThread:2134241 [sender.py:_start_run_threads():1124] run started: w101s58l with start time 1716304568.137432
2024-05-21 10:16:08,341 DEBUG   HandlerThread:2134241 [handler.py:handle_request():146] handle_request: check_version
2024-05-21 10:16:08,341 DEBUG   SenderThread:2134241 [sender.py:send_request():406] send_request: check_version
2024-05-21 10:16:08,412 DEBUG   HandlerThread:2134241 [handler.py:handle_request():146] handle_request: run_start
2024-05-21 10:16:08,440 DEBUG   HandlerThread:2134241 [system_info.py:__init__():26] System info init
2024-05-21 10:16:08,440 DEBUG   HandlerThread:2134241 [system_info.py:__init__():41] System info init done
2024-05-21 10:16:08,440 INFO    HandlerThread:2134241 [system_monitor.py:start():194] Starting system monitor
2024-05-21 10:16:08,440 INFO    SystemMonitor:2134241 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-21 10:16:08,440 INFO    HandlerThread:2134241 [system_monitor.py:probe():214] Collecting system info
2024-05-21 10:16:08,441 INFO    SystemMonitor:2134241 [interfaces.py:start():190] Started cpu monitoring
2024-05-21 10:16:08,442 INFO    SystemMonitor:2134241 [interfaces.py:start():190] Started disk monitoring
2024-05-21 10:16:08,443 INFO    SystemMonitor:2134241 [interfaces.py:start():190] Started gpu monitoring
2024-05-21 10:16:08,443 INFO    SystemMonitor:2134241 [interfaces.py:start():190] Started memory monitoring
2024-05-21 10:16:08,444 INFO    SystemMonitor:2134241 [interfaces.py:start():190] Started network monitoring
2024-05-21 10:16:08,499 DEBUG   HandlerThread:2134241 [system_info.py:probe():150] Probing system
2024-05-21 10:16:08,501 DEBUG   HandlerThread:2134241 [system_info.py:_probe_git():135] Probing git
2024-05-21 10:16:08,507 DEBUG   HandlerThread:2134241 [system_info.py:_probe_git():143] Probing git done
2024-05-21 10:16:08,507 DEBUG   HandlerThread:2134241 [system_info.py:probe():198] Probing system done
