2024-05-21 10:04:15,055 INFO    StreamThr :2117381 [internal.py:wandb_internal():86] W&B internal server running at pid: 2117381, started at: 2024-05-21 10:04:15.054463
2024-05-21 10:04:15,056 DEBUG   HandlerThread:2117381 [handler.py:handle_request():146] handle_request: status
2024-05-21 10:04:15,058 INFO    WriterThread:2117381 [datastore.py:open_for_write():87] open: /home/dan/mini_temporal/wandb/run-20240521_100415-daxg2hux/run-daxg2hux.wandb
2024-05-21 10:04:15,059 DEBUG   SenderThread:2117381 [sender.py:send():379] send: header
2024-05-21 10:04:15,059 DEBUG   SenderThread:2117381 [sender.py:send():379] send: run
2024-05-21 10:04:15,271 INFO    SenderThread:2117381 [dir_watcher.py:__init__():211] watching files in: /home/dan/mini_temporal/wandb/run-20240521_100415-daxg2hux/files
2024-05-21 10:04:15,271 INFO    SenderThread:2117381 [sender.py:_start_run_threads():1124] run started: daxg2hux with start time 1716303855.053769
2024-05-21 10:04:15,278 DEBUG   HandlerThread:2117381 [handler.py:handle_request():146] handle_request: check_version
2024-05-21 10:04:15,278 DEBUG   SenderThread:2117381 [sender.py:send_request():406] send_request: check_version
2024-05-21 10:04:15,408 DEBUG   HandlerThread:2117381 [handler.py:handle_request():146] handle_request: run_start
2024-05-21 10:04:15,434 DEBUG   HandlerThread:2117381 [system_info.py:__init__():26] System info init
2024-05-21 10:04:15,434 DEBUG   HandlerThread:2117381 [system_info.py:__init__():41] System info init done
2024-05-21 10:04:15,434 INFO    HandlerThread:2117381 [system_monitor.py:start():194] Starting system monitor
2024-05-21 10:04:15,434 INFO    SystemMonitor:2117381 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-21 10:04:15,435 INFO    HandlerThread:2117381 [system_monitor.py:probe():214] Collecting system info
2024-05-21 10:04:15,435 INFO    SystemMonitor:2117381 [interfaces.py:start():190] Started cpu monitoring
2024-05-21 10:04:15,436 INFO    SystemMonitor:2117381 [interfaces.py:start():190] Started disk monitoring
2024-05-21 10:04:15,436 INFO    SystemMonitor:2117381 [interfaces.py:start():190] Started gpu monitoring
2024-05-21 10:04:15,437 INFO    SystemMonitor:2117381 [interfaces.py:start():190] Started memory monitoring
2024-05-21 10:04:15,438 INFO    SystemMonitor:2117381 [interfaces.py:start():190] Started network monitoring
2024-05-21 10:04:15,452 DEBUG   HandlerThread:2117381 [system_info.py:probe():150] Probing system
2024-05-21 10:04:15,453 DEBUG   HandlerThread:2117381 [system_info.py:_probe_git():135] Probing git
2024-05-21 10:04:15,459 DEBUG   HandlerThread:2117381 [system_info.py:_probe_git():143] Probing git done
2024-05-21 10:04:15,459 DEBUG   HandlerThread:2117381 [system_info.py:probe():198] Probing system done
2024-05-21 10:04:15,459 DEBUG   HandlerThread:2117381 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-105-generic-x86_64-with-glibc2.31', 'python': '3.11.8', 'heartbeatAt': '2024-05-21T15:04:15.452163', 'startedAt': '2024-05-21T15:04:15.049796', 'docker': None, 'cuda': None, 'args': ('--dataset', 'TQE', '--model_context', 'no_context', '--base_model', 'gemma-2b'), 'state': 'running', 'program': '/home/dan/mini_temporal/training/fine_tune_gemma_halfway.py', 'codePathLocal': 'training/fine_tune_gemma_halfway.py', 'codePath': 'training/fine_tune_gemma_halfway.py', 'git': {'remote': 'https://github.com/danschumac1/mini_temporal.git', 'commit': 'f1409aa0cbf8842bb7345c46ef6ca210cdfc3b13'}, 'email': None, 'root': '/home/dan/mini_temporal', 'host': 'rr183367ip01', 'username': 'dan', 'executable': '/home/dan/miniconda3/envs/danEnv/bin/python', 'cpu_count': 32, 'cpu_count_logical': 64, 'cpu_freq': {'current': 2.252515625, 'min': 2200.0, 'max': 3500.0}, 'cpu_freq_per_core': [{'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.4, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.4, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.4, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 3.05, 'min': 2200.0, 'max': 3500.0}, {'current': 4.111, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.4, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.4, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.4, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}, {'current': 2.2, 'min': 2200.0, 'max': 3500.0}], 'disk': {'/': {'total': 1832.2072448730469, 'used': 1721.9188346862793}}, 'gpu': 'NVIDIA RTX A6000', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA RTX A6000', 'memory_total': 51527024640}, {'name': 'NVIDIA RTX A6000', 'memory_total': 51527024640}], 'memory': {'total': 251.51310348510742}}
2024-05-21 10:04:15,459 INFO    HandlerThread:2117381 [system_monitor.py:probe():224] Finished collecting system info
2024-05-21 10:04:15,459 INFO    HandlerThread:2117381 [system_monitor.py:probe():227] Publishing system info
2024-05-21 10:04:15,459 DEBUG   HandlerThread:2117381 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-21 10:04:16,272 INFO    Thread-12 :2117381 [dir_watcher.py:_on_file_created():271] file/dir created: /home/dan/mini_temporal/wandb/run-20240521_100415-daxg2hux/files/conda-environment.yaml
2024-05-21 10:04:17,272 INFO    Thread-12 :2117381 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/dan/mini_temporal/wandb/run-20240521_100415-daxg2hux/files/conda-environment.yaml
2024-05-21 10:04:17,379 DEBUG   HandlerThread:2117381 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-21 10:04:17,380 INFO    HandlerThread:2117381 [system_monitor.py:probe():229] Finished publishing system info
2024-05-21 10:04:17,382 DEBUG   SenderThread:2117381 [sender.py:send():379] send: files
2024-05-21 10:04:17,382 INFO    SenderThread:2117381 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-21 10:04:17,469 DEBUG   HandlerThread:2117381 [handler.py:handle_request():146] handle_request: python_packages
2024-05-21 10:04:17,469 DEBUG   SenderThread:2117381 [sender.py:send_request():406] send_request: python_packages
2024-05-21 10:04:17,469 DEBUG   HandlerThread:2117381 [handler.py:handle_request():146] handle_request: stop_status
